iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date,year,source_file,source_folder
AND,buildings,non-residential-onsite-fuel-usage,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,1795.279934584121,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2019,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,1794.9507116037137,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2020,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,1869.9014,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2021,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,1723.2384,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2022,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_100yr,1660.557,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2023,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2024-01-01 00:00:00,2024-12-31 00:00:00,co2e_100yr,1673.4393999999998,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2024,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2025-01-01 00:00:00,2025-12-31 00:00:00,co2e_100yr,1688.770574,tonnes,annual,2026-02-02 00:00:00,2026-05-18 14:20:13.779009,2025,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2026-01-01 00:00:00,2026-12-31 00:00:00,co2e_100yr,508.91005,tonnes,annual,2026-05-04 00:00:00,2026-05-18 14:20:13.779009,2026,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,260928.87465466192,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2015,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,273461.68903274887,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2016,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,269544.20371014747,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2017,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,226599.09889171668,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2018,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,169699.1528176636,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2019,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,159313.1020710814,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2020,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,196696.5946,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2021,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,224107.46380000003,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2022,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_100yr,228626.72460000005,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2023,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2024-01-01 00:00:00,2024-12-31 00:00:00,co2e_100yr,231216.7338,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2024,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2025-01-01 00:00:00,2025-12-31 00:00:00,co2e_100yr,233807.065782,tonnes,annual,2026-02-02 00:00:00,2026-05-18 14:20:13.779009,2025,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ARE,buildings,non-residential-onsite-fuel-usage,2026-01-01 00:00:00,2026-12-31 00:00:00,co2e_100yr,59732.36149399998,tonnes,annual,2026-05-04 00:00:00,2026-05-18 14:20:13.779009,2026,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
